,Headline,Body ID,Stance
29445,ISIL Beheads American Photojournalist in Iraq,880,1
29446,NASA Confirms Earth Will Experience 6 Days of Total Darkness in December 2014!,304,0
29447,Unconfirmed reports saying ISIS UK Hostage David Haines Beheaded,1221,0
29448,Pure Evil: Islamic State Beheads American Journalist James Wright Foley,2304,0
29449,Is Kim Jong-un’s sister now the power behind the North Korean throne?,1152,1
29450,Abdel Majed Abdel Bary Emerges as Suspect in Foley Beheading,125,0
29451,"Boko Haram: Kidnapped Girls Have Been Married Off, Truce Never Happened",1506,0
29452,"Leader of Qaeda-Linked Somali Group Is Dead, U.S. Says",1543,0
29453,Eye-catching! Rare sighting of Anna Wintour without her trademark sunglasses as she leaves 'rat-infested' Vogue office,2072,1
29454,NET Extra: Back-from-the-dead Catholic priest claims God is a female,2515,1
29455,MPs credit sergeant-at-arms for saving lives in Parliament Hill shootings,2410,0
29456,Islamic State using 'SCORPION bombs' to terrorise victims,26,0
29457,"Man chops off his own penis, throws it in the trash after getting dumped for bad bedroom skills",831,0
29458,America's oldest time capsule unearthed at Boston statehouse after being buried in 1795 by Sam Adams and Paul Revere,1820,0
29459,"Vice Media CEO Shane Smith Spent $300,000 on Las Vegas Dinner (Report)",1239,1
29460,Report: Christian Bale Just Bailed on the Steve Jobs Movie,1846,1
29461,MPs credit sergeant-at-arms for saving lives in Parliament Hill shootings,2521,0
29462,Obama: murder of James Foley 'shocks the conscience of the entire world',1982,0
29463,"It was me! Student, 19, reveals SHE was the Teletubbies' giggling baby in the sky - and was paid just £250 and a box of toys",2284,1
29464,Insurgents killed in Nigeria despite alleged truce with Boko Haram,1340,1
29465,"Forget 18-karat gold, next-generation Apple Watch Edition could use platinum: Report",529,0
29466,"Video showing American journalist beheaded believed real, officials and family say",1679,1
29467,Sugarhill Gang's Big Bank Hank Dead At 57,1374,0
29468,ISIL video claims beheading of kidnapped journalist James Foley,880,1
29469,Apple may launch 12-inch MacBook Air with Retina Display,1545,0
29470,"No, Banksy hasn’t been arrested",2362,1
29471,"Man chops off own penis, throws it in a dustbin after poor show in bed",1799,1
29472,It’s About To Get Harder To Be Arrested For Pot Possession In New York City,2389,1
29473,Two GOP Congressmen Say Suspected Terrorists Caught Crossing U.S.–Mexico Border,2056,0
29474,Shots Heard In Alleged Brown Shooting Recording [AUDIO],2329,0
29475,Don’t ‘Reset All Settings’ in iOS 8 unless you want to lose your iCloud files,1224,0
29476,ISLAMIC STATE BEHEADS MISSING AMERICAN JOURNALIST JAMES WRIGHT FOLEY,1721,1
29477,KANE'S FUTURE IN WINNIPEG IN DOUBT?,333,0
29478,Islamist terrorists Jabhat Ansar al-Deen tweet picture of Texas plumber’s truck fitted with anti-aircraft gun in Syria,2379,1
29479,400 men cut their testicles off believing it would help them meet God,1281,0
29480,Seth Rogen reportedly nabs Steve Wozniak role in Steve Jobs filmSteve Jobs Iconic Moments,1936,0
29481,Michael Phelps' Reported Girlfriend Reveals She Was Born Intersex,190,0
29482,DNA test confirms child is IS head Abu Bakr al-Baghdadi's daughter,254,0
29483,"Predator Drone Reportedly Sighted Circling Raqqa, Syria",933,0
29484,Boko Haram 'to release abducted schoolgirls' as part of ceasefire agreement,2096,0
29485,Tiger Woods' former luxury island goes on sale,236,0
29486,"Paradise is open to all, even dogs, Pope tells boy",1905,1
29487,Kim Jong-Un's Scottish Dog Meat Restaurant Is Probably Fabricated Shite,1756,1
29488,Vogue’s Rat Infestation: Disturbing New Details,585,0
29489,India: 400 men cut off their testicles to 'get closer to God' following advice from 'guru',1785,0
29490,An audio recording of the Michael Brown shooting has reportedly surfaced,2020,0
29491,New Audio Recording From Ferguson May Capture Michael Brown Shooting,2313,0
29492,URGENT: ISIS kills 300 Iraqi soldiers by chlorine gas attack in Saqlawiyah,1590,1
29493,Kim Jong-un: Absent North Korean leader is 'recovering from ankle surgery',2022,1
29494,‘Evocative shape': Is Vladimir Putin trolling the world with his motorcade formation?,1283,1
29495,"Woman detained in Lebanon is not al-Baghdadi's wife, Iraq says",1471,0
29496,Not coming to a store near you: The pumpkin spice condom,242,0
29497,"Want a Gold Apple Watch? All You Need is $5,000",2277,1
29498,Durex Is Not Making Pumpkin Spice Condoms After All: A Hoax Debunked,1247,1
29499,How did a Texas plumber's truck end up with Syrian rebels? (+video),1467,0
29500,"Video Appears to Show Beheading of Journalist James Foley, Who Went Missing in Syria",1747,1
29501,"10% of Consumers 'Very Likely' to Buy a Smartwatch in 2015, Suggesting 24M Apple Watches",247,0
29502,Hero soldier Nathan Cirillo killed by convicted criminal Michael Zehaf-Bibeau,1883,0
29503,WHO investigates media reports ISIS fighters contracted Ebola,2078,0
29504,Tiger Woods' agent shoots down report of failed drug test,1339,1
29505,Shots Heard In Alleged Brown Shooting Recording [AUDIO],2134,0
29506,"Nigeria Says It Struck A Cease-Fire With Boko Haram, But Are They Talking To The Right Guy?",840,1
29507,"Six months after abducting Nigerian schoolgirls, Boko Haram reportedly wants to free them",1347,0
29508,Priest' claim of seeing God as a woman dismissed as hoax,2240,0
29509,Apple Watch reportedly has low-energy 'power reserve' mode,78,0
29510,BREAKING Gill Rosenberg former IDF soldier was captured by ISIS,573,0
29511,Pictured: Recent Muslim convert Michael Zehaf-Bibeau who shot dead a solider and opened fire on Canadian Parliament,2087,0
29512,Macaulay Culkin Dead? Another Death Hoax Circulates On Facebook,1423,0
29513,ISIS fighters 'have contracted Ebola': World Health Organisation investigating reports militants showed up at Iraqi hospital with lethal disease,1013,0
29514,This Week In Weird News: Horrible Human Slaps Elderly Woman For Sneezing,1952,1
29515,More than 200 kidnapped Nigerian girls to be released after deal reached with Boko Haram,206,0
29516,Iraqi media says ISIS militants have contracted Ebola,692,0
29517,Seven teenage girls get pregnant on school trip,1804,1
29518,Report: Israeli-Canadian woman fighting Islamic State has been kidnapped by terror group,1808,0
29519,"Are missing students in mass graves found near Iguala, Mexico?",1213,0
29520,Amazon.com to open first physical store in Manhattan: DJ,1840,0
29521,Willie Nelson Dead? Viral Hoax Fools Internet,2186,1
29522,Turkish president says American weapons drop for Kurdish fighters was 'wrong' after supplies end up in the hands of ISIS,2252,0
29523,Report: Amazon to Launch Ad-Supported Streaming Service,373,0
29524,Star Wars: The Force Awakens to be released this summer?,1678,0
29525,Report: Audio Reveals Pause Between Gunshots When Michael Brown Was Shot,958,0
29526,Canadian official identifies dead Ottawa gunman as Michael Zehaf-Bibeau,1442,1
29527,Air travelers wary of Ebola fears seen with surgical masks ... and a HAZMAT suit,2028,0
29528,"Explosion reported near the Nicaraguan capital attributed to meteorite impact, but experts, including NASA, cast doubt on claims",1817,0
29529,This Woman Exposed Her Cheating Boyfriend With A Brilliant Christmas Gift,574,0
29530,"US hostage 'murdered' by militants in Yemen, says Hagel",2247,1
29531,An Audio Recording of the Michael Brown Shooting Has Reportedly Surfaced,1786,0
29532,Axl Rose Dead? Of Course Not — Tiresome Internet Death Hoax Plague Hits Guns N’ Roses Frontman,2297,0
29533,BREAKING: British-born hostage 'KILLED in failed rescue attempt',115,0
29534,Kim Jong-Un 'in hospital with two fractured ankles' after ballooning to around 20 stone and going on numerous 'meet the people' walkabout PR stunts,2210,0
29535,"Tim Cook Reportedly Showers with Apple Watch, Suggesting It’s Waterproof",62,0
29536,US Marine survives headshot in Afghanistan,2389,0
29537,Rapper identified as James Foley's executioner: reports,626,0
29538,6 Islamist militants killed in US attack in Somalia,1786,0
29539,$YUM Serving Up #Marijuana & Fried Chicken,2114,0
29540,20 year old burger? McDonald's burger purchased in 1995 hasn't aged a bit,1806,0
29541,ISIS chlorine attack on security forces confirmed – Iraq officials,2024,0
29542,Bodies In Mexico Mass Grave Apparently Not Those Of Missing Students,388,0
29543,Islamic State claims it executed American photojournalist James Foley,115,0
29544,Obama administration DENIES congressman's claim that 'at least ten ISIS fighters have been caught coming across the Mexican border in Texas',742,1
29545,Whiz kid stock picker: I didn't actually make $72M trading,1987,1
29546,ISLAMIC STATE ‘FED MURDERED MAN TO HIS OWN MOTHER’,220,0
29547,"Leader of Qaeda-Linked Somali Group Is Dead, U.S. Says",882,0
29548,Attorney: New audio reveals pause in gunfire when Michael Brown was shot,2403,0
29549,"James Foley: American Journalist, James Wright Foley Beheaded in New ISIS Video [Breaking News]",880,1
29550,Strange mark turns out to be tropical spider burrowing under vacationer's skin,2042,0
29551,Boko Haram denies ceasefire claim by Nigeria's government,821,0
29552,Satirical news site attacks China’s weird English names,2443,0
29553,"Tom Brokaw 'wants Brian Williams out': NBC legend 'furious' at Iraq war lie, as it's claimed executives warned anchor to stop exaggerating the story in the past",110,1
29554,Pope says dogs can go to heaven: ‘Paradise is open to all of God’s creatures’,686,0
29555,"'American bombing had signed my death certificate': Missing US journalist James Wright Foley goes unflinching to his death as ISIS behead him in horrific video, as a warning to Obama",533,0
29556,"Boko Haram: Kidnapped Girls Have Been Married Off, Truce Never Happened",1034,0
29557,"Fidel Castro Is Dead, According to Viral Twitter Rumors",1534,0
29558,ISIS Claims To Have Captured US Airdrop Weapons,1708,0
29559,"Boko Haram Cease-Fire: Abducted Nigerian Schoolgirls To Be Released, Officials Say",2520,0
29560,Small Meteorite Strikes in Nicaragua's Capital City of Managua,534,0
29561,This Kid Made $72 Million During Lunch,945,0
29562,Seven teenage girls get pregnant on school trip,1408,0
29563,Emotional sergeant-at-arms is greeted back to parliament with a rousing standing ovation a day after he heroically shot dead terrorist - the first time he used weapon in 30 year career,533,1
29564,Report: Amazon to Launch Ad-Supported Streaming Service,10,1
29565,Pope Francis turns out not to have made pets in heaven comment,2348,0
29566,"Jose Canseco injured in accidental shooting, per reports",869,1
29567,NYC High School Student Nicknamed ‘Teen Wolf’ Made $72 Million On Stock Market,2192,0
29568,REPORT: Alleged New Audio of Michael Brown Shooting,1481,0
29569,"Rare Case: Seven Bosnian Girls, Aged 13 And 14, Fall Pregnant After Five-Day School Trip; Parents Outraged After School Cites 'Parental Neglect'",115,0
29570,ISIS Getting Ebola,236,0
29571,"Seven High School Girls Get Pregnant On Five-Day School Trip, Parents Outraged",821,0
29572,Hundreds mourn the 'death' of Fidel Castro after rumours sweep Twitter (but are they confusing him with recently departed Fidel Castro Odinga from Nairobi?),2336,0
29573,"CNN Broadcasts Purported Audio Containing Gunshots That Felled Michael Brown Jr.; Leaders, Celebrities Fill Pews At Teen’s Funeral",2187,0
29574,Nasa questions whether crater in Nicaragua caused by meteorite,2154,1
29575,"Apple Watch Power Reserve feature will save battery life, report says",2124,1
29576,Saudi Arabian cleric issues fatwa against snowmen,2456,1
29577,"David Haines Beheaded By ISIS, Execution Video Contains Threats Against UK: Reports",1011,0
29578,Lebanon 'holding IS leader's daughter and ex-wife',1471,0
29579,"See How This Homeless Man Spends A Hundred Dollars, And Keep A Tissue Handy [Video]",2302,0
29580,North Korea denies reports Kim Jong-un is to open state-backed restaurant in Scotland,2452,1
29581,"Woman, Ting Su, Finds Husband Cheating With Her Own Twin, Gets Spectacular Revenge",2410,0
29582,Angry mob hacks off alleged rapist's genitals with meat cleaver after dragging him into butchers,2106,0
29583,Shots Heard In Alleged Brown Shooting Recording [AUDIO],2345,1
29584,Islamic State flying three jets in Syria: monitor,2171,0
29585,Report: US Drones Over Syria Looking for ISIS Leader Abu Bakr al-Baghdadi,258,0
29586,Boko Haram denies ceasefire claim by Nigeria's government,40,0
29587,"Ann Arbor pizza delivery driver surprised with $2,000 tip",472,0
29588,"Are missing students in mass graves found near Iguala, Mexico?",683,0
29589,Conde Nast's rat problem at One World Trade Centre: From red carpets to rodent droppings,1901,0
29590,ADVISORY-Islamist rebel leader killed in U.S. strike - Somali government,839,1
29591,Obama denounces killing of journalist James Foley and pledges ‘justice’,1905,0
29592,Kim Jong-un 'so fat he has fractured his ankles',2087,0
29593,Taylor Lianne Chandler: Michael Phelps' Cougar Girlfriend Revealed?,887,0
29594,"Video Appears to Show Beheading of Journalist James Foley, Who Went Missing in Syria",2127,0
29595,Has Kim Yo-Jong Taken Over For Kim Jong Un? Sister Assumes North Korea State Duties While Brother Undergoes Medical Treatment,1839,0
29596,"David Haines Beheaded By ISIS, Execution Video Contains Threats Against UK: Reports",2102,1
29597,Report: British intelligence has identified Foley's killer,592,0
29598,Alleged audio of Michael Brown shooting released,1916,1
29599,GOP Rep. Duncan Hunter Claims 'At Least' 10 ISIS Fighters Apprehended On Texas Border,2367,1
29600,Dog found abandoned outside railway station with suitcase of his belongings,2410,0
29601,Apple may launch 12-inch MacBook Air with Retina Display,1634,0
29602,Missing Libyan aircraft spark fears of 9/11-style attack in North Africa,513,0
29603,"A Vice Guide To Spending $300,000 On Dinner",2463,0
29604,6 hidden mass graves may hold missing Mexican students,1427,1
29605,Report: US Drones Over Syria Looking for ISIS Leader Abu Bakr al-Baghdadi,2186,0
29606,"Mass Graves Found In Mexico, Near Place Where 43 Students Went Missing",1912,1
29607,Boko Haram denies truce to release kidnapped schoolgirls,244,0
29608,"Canadian woman 'captured by ISIS in Syria' says she is actually fine and still fighting the jihadists, despite kidnap reports",2445,0
29609,"Confusion swirls, details murky in arrest of ISIS leader's 'wife'",1899,0
29610,ISIS fighters seize weapons airdrop meant for Kurds,2252,0
29611,The @FoxNewsPress Account Tweeting Lawsuit Threats Is a Fake,572,0
29612,UPDATE: Internet report of Ebola outbreak in Purdon not true,1383,0
29613,Missing Libyan jetliners raise fears of terror attacks on 9/11,1660,0
29614,Seven teenage girls get pregnant on school trip,1183,0
29615,British Aid Worker Confirmed Murdered By ISIS,1301,0
29616,ISIS Getting Ebola,568,0
29617,Confusion Surrounds Capture Of “ISIS Leader’s Wife”,1787,0
29618,BREAKING: ISIS Beheads American Journalist James Wright Foley,2526,0
29619,Islamic Militants Post Video Claiming to Show Beheading of U.S. Journalist,539,0
29620,Pentagon Denies It Killed ISIS Chief As Airstrikes Hit Top Extremists,1634,1
29621,"CNN Broadcasts Purported Audio Containing Gunshots That Felled Michael Brown Jr.; Leaders, Celebrities Fill Pews At Teen’s Funeral",917,0
29622,Seth Rogen to play Woz in Jobs biopic,1157,0
29623,"HBO streaming service could launch in April for $15 per month, work on Apple TV",203,1
29624,Report: Former Baseball Star Jose Canseco Accidentally Shot At Home,1019,0
29625,Who Is Michael Zehaf-Bibeau? Ottawa Shooter Suspect Identified By Canadian Officials ,1295,0
29626,Report: Nigerian Woman Quarantined in KC with Ebola-Like Symptoms (Video),1349,0
29627,"Apple Watch to Be Shower-Proof, Have 100,000 Apps at Launch: Reports",218,0
29628,"Video showing American journalist beheaded believed real, officials and family say",1009,0
29629,Amazon's first brick-and-mortar store said to open in Manhattan,2370,0
29630,Report: Christian Bale Will Play Steve Jobs,1702,0
29631,"Omar Gonzalez, White House Fence-Jumper, Made it Farther Inside",2409,1
29632,Purdon Ebola Hoax: ‘Texas Town Quarantined After Family Of Five Test Positive For The Ebola Virus’ Article is Fake,258,0
29633,If Only A Bird Really Did Poop on Putin,2463,0
29634,ISIS Reportedly Beheads U.S. Journalist James Wright Foley on Camera,2147,1
29635,US officials: Video shows American's execution,2495,1
29636,ISIS chlorine attack on security forces confirmed – Iraq officials,956,1
29637,Fence-jumper got farther into White House,1137,0
29638,"No, That Wasn’t Paul Rudd Tackling an Airport Homophobe",2514,0
29639,Christian Bale in Talks to Play Steve Jobs in Danny Boyle's Biopic,1646,0
29640,NASA Confirms Earth Will Experience 6 Days of Total Darkness in December 2014!,506,0
29641,Moment Michael Brown was shot dead 'caught on audio recording': FBI handed potentially damning tape of ELEVEN shots being fired - including final volley of 'kill shots',346,0
29642,"Boko Haram claims to have German hostage, denies ceasefire",1697,0
29643,ISIS Video: America’s Air Dropped Weapons Now in Our Hands,1572,0
29644,"Despite no Ebola case in Kansas City, the rumor goes viral",1843,0
29645,Breaking: Soldier shot at National War Memorial in Ottawa,121,0
29646,This Is What It Looks Like When A Son Pays Off His Parents’ Mortgage As A Christmas Present,2036,1
29647,Isis claims it has US airdrop of weapons,2176,0
29648,CNN plays chilling audio recording allegedly from Michael Brown shooting: “At least 11 shots”,456,0
29649,Russian Man Wakes Up to Find His Testicles Have Been Stolen,1476,0
29650,"SEE IT: ISIS militants caught trying to cross border into Texas, Congressman claims",2249,1
29651,New iOS 8 bug can delete all of your iCloud documents,2296,0
29652,ISIS leader ‘killed’ in US airstrikes,1631,0
29653,Report: ISIS Leader Abu Bakr Al-Baghdadi Assassinated In U.S. Airstrike,2187,0
29654,Report: Former Baseball Star Jose Canseco Accidentally Shot At Home,344,0
29655,Claim: Comcast Got Complaining Customer Fired From His Job,2133,1
29656,"Rumor: Gold Apple Watch Edition priced up to $5,000, steel version at $500, will debut on Feb. 14",2365,1
29657,Obama denounces killing of journalist James Foley and pledges ‘justice’,115,0
29658,Josh Paler Lin Gives A Homeless Man $100 And Follows Him To See How He Spends It,855,0
29659,Hospital: Man not being treated for Ebola in Kansas City,1095,0
29660,Kim Jong-Un 'in hospital with two fractured ankles' after ballooning to around 20 stone and going on numerous 'meet the people' walkabout PR stunts,1689,0
29661,Mohammed Emwazi: Man identified as Isis killer 'Jihadi John' was 'stopped by MI5' while on safari holiday in Africa in 2010,1308,0
29662,"‘Teletubbies’ Sun Baby: Fans Freak Out Over Jess Smith, 19",1832,0
29663,Blundering boyfriend burns down college after trying to impress his girlfriend with elaborate marriage proposal,2022,0
29664,Video Messaging App Says Audio Recording Of Michael Brown's Shooting Is Authentic,2250,1
29665,"Six months after abducting Nigerian schoolgirls, Boko Haram reportedly wants to free them",1125,0
29666,"Islamic State leader's family detained by Lebanon, officials say",1787,0
29667,#HairGate: iPhone 6 Customers Are Complaining That The Phone Is Ripping Out Their Hair,381,0
29668,British hostage David Haines beheaded by Islamic State terrorists,2034,0
29669,"Rumor: Gold Apple Watch Edition priced up to $5,000, steel version at $500, will debut on Feb. 14",205,0
29670,Report: Secret Service Lied About White House Fence Jumper,311,0
29671,Was The Video Of That Homeless Man Doing Good Deeds With $100 All An Elaborate Hoax!?,794,1
29672,"Despite ceasefire announcement, new Boko Haram attacks reported",1019,0
29673,Tropical spider burrows under man's skin through scar,1826,0
29674,"Prankster Gives Homeless Man $100, Secretly Follows Him And Learns He Buys Food For Others",344,0
29675,Boko Haram denies ceasefire claim by Nigeria's government,381,0
29676,Moment U.S. Marine is saved by his Kevlar helmet as Taliban sniper bullet hits him in head,1724,0
29677,Police hunt tweed-jacket wearing man who slaps shoppers for SNEEZING,1952,1
29678,Banksy arrest hoax: US website claims street artist caught in Watford,1349,0
29679,"L. Jinny? Abdel-Majed Abdel Bary, UK Rapper, Suspected in James Foley Killing: Reports",592,0
29680,Jihadi John ‘identified as British man from West London’,1219,1
29681,"'American bombing had signed my death certificate': Missing US journalist James Wright Foley goes unflinching to his death as ISIS behead him in horrific video, as a warning to Obama",1580,1
29682,Report of quarantined Texas town NOT real; shared on a 'fake' news website,409,0
29683,"BATMOBILE NOT STOLEN, MTV CONTEST PRIZE REMAINS UNCLAIMED",1790,0
29684,New iOS 8 bug can delete all of your iCloud documents,2115,0
29685,Wife and son of Isil leader Abu Bakr al-Baghdadi 'detained at Lebanon border',254,0
29686,"No, Banksy Didn't Create That 'Charlie Hebdo' Tribute Cartoon, But That Doesn't Mean You Can't Appreciate It",614,0
29687,"Pope Francis did not tell boy heaven has room for pets, contrary to report",1681,0
29688,Has Ebola infected Isis militants in Mosul?,938,1
29689,Watch: ISIS Claims to Have Captured U.S. Airdropped Weapons,2115,0
29690,#ISIS beheads photojournalist James Wright Foley in a massage to US to end its intervention in #Iraq.,456,1
29691,First bendgate... now it's HAIRGATE: Angry iPhone 6 owners claim design is causing chunks of their hair to be ripped out when they make a phone call,1923,0
29692,"11 Tripoli Planes Still Missing, Sparks 9/11 Concerns",126,0
29693,"Gill Rosenberg, former IDF soldier, possibly captured by ISIS while fighting with Kurds",413,0
29694,"Thanks Uncle Sam, we have your weapons airdrop: ISIS taunts America over intercepted weapons meant for Kurds",1026,0
29695,"Islamic State Training Pilots in Military Jets, Monitors Say",1606,1
29696,Nicaragua asks U.S. for help investigating meteorite crater,1573,0
29697,From bendgate to hairgate: Now iPhone 6 users complain the device is ripping out their hair,2476,1
29698,Media Fooled Again? Story Claims 7 of 28 Girls On School Trip Came Home Pregnant,313,0
29699,Expert casts doubt on Bunbury man Dylan Thomas’s burrowing stomach-spider story,1321,1
29700,Islamic State May Have Fighter Jets Now After Seizing Russian-Made MiGs,1337,0
29701,Did Comcast Get a Man Fired From His Job for Complaining About Its Service?,2447,0
29702,"Gill Rosenberg, Canadian citizen, reportedly captured by ISIS in Syria",1949,0
29703,'The Force Awakens' Release Date: JJ Abrams Plan for an Early Release of 'Star Wars' Movie?,2434,0
29704,Marijuana May Soon Spark Just a Ticket in New York,2163,1
29705,"Op-Ed: Hoax – Priest who never existed claims he died, saw female God",2520,0
29706,More than 200 kidnapped Nigerian girls to be released after deal reached with Boko Haram,1374,0
29707,Guantanamo detainee freed in Bowe Bergdahl swap 'back to terrorism',1095,0
29708,CNN Plays Alleged Audiotape of Michael Brown ShootingMilitarization Of Police,662,0
29709,BREAKING: ISIS Beheads American Journalist James Wright Foley,2261,0
29710,"Boko Haram denies truce, says kidnapped girls married",2192,0
29711,Boko Haram 'to release abducted schoolgirls' as part of ceasefire agreement,125,0
29712,Video: Marine saved by helmet after Taliban sniper attack,1137,0
29713,"A message from Jim's mom, Diane Foley:",2386,1
29714,This Is a Truly Horrifying Story About a Spider,959,0
29715,Christian Bale Is Steve Jobs,1846,0
29716,Prisoner Released in Bergdahl Exchange Tried to Reconnect With Taliban,2159,1
29717,Report: Former Baseball Star Jose Canseco Accidentally Shot At Home,35,0
29718,Sugarhill Gang Rapper ‘Big Bank Hank’ Dies at 57,1107,0
29719,20 year old burger? McDonald's burger purchased in 1995 hasn't aged a bit,251,0
29720,I aborted my baby because it was a boy,483,0
29721,#ISIS beheads photojournalist James Wright Foley in a massage to US to end its intervention in #Iraq.,1905,0
29722,WHO says reports of suspected Ebola cases in Iraq are untrue,2299,0
29723,Saudi cleric issues fatwa on snowmen,1064,1
29724,"'Nasa Confirms Six Days of Darkness in December': No, they really don't - it's a hoax",2423,0
29725,Video Purports To Show Beheading Of U.S. Journalist By Militants,928,1
29726,Crank-Boosting Behind Top Apps in App Store,126,0
29727,Spider Burrows Into Australian Man's Appendix Scar (VIDEO),1864,1
29728,Alleged audio of Michael Brown shooting has surfaced,1934,1
29729,Kim Had Ankle Surgery:  Source,2210,0
29730,"Despite no Ebola case in Kansas City, the rumor goes viral",1343,1
29731,Bali spider burrows under Aussie’s chest,2297,0
29732,#HairGate: iPhone 6 Customers Are Complaining That The Phone Is Ripping Out Their Hair,2184,0
29733,Alleged Audio of Michael Brown Shooting Doesn’t Sound Good for Officer Darren Wilson,456,0
29734,Meteor Leaves 40-Foot Crater Near Managua's Airport,1913,1
29735,Anna Wintour 'refuses to work at new World Trade Center Vogue office due to rat infestation',944,0
29736,Isis claims it has US airdrop of weapons,2172,1
29737,Nun who gave birth ‘had no idea’ she was pregnant,2192,0
29738,Homeland Security says terrorists haven't crossed U.S-Mexico border,2296,0
29739,Marijuana May Soon Spark Just a Ticket in New York,1192,0
29740,"Leader of Qaeda-Linked Somali Group Is Dead, U.S. Says",2268,0
29741,Bergdahl: Senator Says Jihadists Swapped For U.S. Troop ‘In Touch’ With Al-Qaida Affiliate,2159,1
29742,"Cloistered nun gives birth to a baby  The convent: ""There is a sister"" [Google Translate]",2479,1
29743,"Report: The Apple Watch Will Only Last 2.5 Hours With ""Heavy"" Use",1029,0
29744,Lebanon confirms holding ISIS chief’s kin,1948,0
29745,Is Kim Jong-un Opening North Korean Restaurant in Scotland?,1217,0
29746,Wife and son of Islamic State leader Abu Bakr al-Baghdadi detained in Lebanon,1020,0
29747,Jihadi John unmasked: Former Westminster University student was arrested FIVE years ago and put on a terror watch list - but he flew to Syria to join ISIS two years later,2184,0
29748,Apple Watch launch reportedly planned for February with limited supply,1789,0
29749,Michelle Obama’s face blurred by Saudi state television,833,1
29750,DHS Rebuffs Congressman’s Claim ISIS Infiltrating Southern Border,226,0
29751,ISIS Reportedly Beheads American Photojournalist in Iraq,1786,0
29752,Mum faces real-life Sophie's Choice – as she tries to sell her son to fund daughter's care,1361,0
29753,"Apple to Take Reservations for Trying On Apple Watch, Considered Platinum Model",75,0
29754,Reports: Boko Haram may release schoolgirls as part of deal,34,0
29755,"James Wright Foley, Kidnapped Journalist, Apparently Executed by ISIS",2067,1
29756,Video Purports to Show Beheading of American Journalist,938,0
29757,Did Kim Yo-Jong Take Kim Jong Un’s Role? North Korea Ill Health Rumors Are ‘Fabricated’,812,0
29758,Michael Zehaf-Bibeau was shot nearly a dozen times before Kevin Vickers fatally wounded him,2521,0
29759,Nigeria Claims Boko Haram Will Release the Kidnapped Schoolgirls,800,0
29760,New Audio Reveals Pause in Gunfire When Michael Brown Was Shot: Attorney,917,0
29761,"Cook said to confirm Apple Watch is showerproof, lasts a day",2472,1
29762,Nicaragua asks U.S. for help investigating meteorite crater,2155,0
29763,Nigerians doubtful of girls' release after Boko Haram 'truce' breached,1430,1
29764,"Vogue's Anna Wintour Pissed Off With New 1 World Trade Center Offices, Infested With Rats",1435,0
29765,Dog abandoned at railway station with suitcase set for happy ending as offers pour in,2223,0
29766,Nigeria announces truce with Boko Haram; fate of schoolgirls unclear,2139,1
29767,Seven girls fall pregnant after five day school trip in Bosnia and Herzegovina,2020,0
29768,Watch NAKED airport worker walk through scanner in bizarre protest against 'rough' guards,989,0
29769,Report: 4 ISIS Terrorists Caught at Southern Border in 36 Hrs,2141,0
29770,James Foley Killer ‘Jihadi John’ Believed to Be Former London Rapper Abdel-Majed Abdel Bary,2528,1
29771,Islamic State Militants Claim to Have Beheaded US Journalist James Wright Foley,539,0
29772,Kim Jong-Un's Sister Takes Control in North Korea,755,0
29773,That ESPN Domestic Violence Panel You Keep Hearing About Isn't Real,2181,1
29774,Meteorite strike in Nicaragua puzzles experts,1573,0
29775,Nicaragua says meteorite probable cause of blast in capital,1627,0
29776,Meteorite leaves crater in Nicaraguan capital Managua,1071,0
29777,India: 400 men cut off their testicles to 'get closer to God' following advice from 'guru',2448,0
29778,CNN Plays Alleged Audiotape of Michael Brown ShootingMilitarization Of Police,1252,0
29779,Kim Jong-un drinks rare snake wine to boost love life!,1817,0
29780,Google to Buy Redwood City Offices for $585M,1628,0
29781,REPORT: Alleged New Audio of Michael Brown Shooting,757,0
29782,CNN Airs Alleged Audio from Michael Brown Shooting,1803,0
29783,Guru who ordered 400 followers to be castrated 'so they could be closer to God' is investigated for grievous bodily harm in India,684,0
29784,GOP Rep: ‘At Least Ten ISIS Fighters Have Been Caught Coming Across The Mexican Border’,1498,0
29785,ISIS militants trick mother into ‘eating her kidnapped son’,950,0
29786,U.S. arms airdrop fell into ISIS hands: Pentagon,2336,0
29787,Media outlets identify 'Jihadi John',633,0
29788,"At Elon, ‘first-year’ has not replaced ‘freshman,’ university says",2360,0
29789,Is this the world's oldest burger? Man claims to have kept McDonald's Quarter Pounder for 20 YEARS,2411,1
29790,Shots Heard In Alleged Brown Shooting Recording [AUDIO],2354,0
29791,"Dogs DO go to heaven… and cats, and horses: Pope assures young boy that there is a place in paradise for animals as well",1835,0
29792,"Rumor: Gold Apple Watch Edition priced up to $5,000, steel version at $500, will debut on Feb. 14",1458,1
29793,Missing Planes,1574,0
29794,Islamic State militants claim to behead missing American journalist,1627,0
29795,Strange mark turns out to be tropical spider burrowing under vacationer's skin,1606,0
29796,"Batmobile stolen in Detroit? Good one, joker!",2090,0
29797,Abdel Majed Abdel Bary Emerges as Suspect in Foley Beheading,8,0
29798,Boko Haram ceasefire ignored as violence flares in Borno state,125,0
29799,This Woman Exposed Her Cheating Boyfriend With A Brilliant Christmas Gift,286,0
